,userNickname,title,formattedDate,text,isRecommended,rating,badges,positiveFeedbackCount,negativeFeedbackCount
973,catspeech,Beautiful shoe,"November 5, 2024",When I wore these I got so many compliments! Everyone commented on how beautiful these shoes are and several people asked where I got them. They look great with jeans when you want a bit more than a standard sneaker look. So stylish and comfortable! Love them!,True,5,['IncentivizedReview'],0,0
974,Julies,Best look,"November 5, 2024","Perfect , love it, with a jeans, dress, golf short, golf skirt, legging,",True,5,[],0,0
975,Nacho,Best purchase of sneakers,"November 5, 2024","Trendy, comfortable, love it. Enjoy seeing the green line coming out the black to",True,5,['IncentivizedReview'],0,0
976,Julie,Super cute!,"November 4, 2024",These are in our local school colors. Will wear them to my sons sporting events,True,5,['IncentivizedReview'],0,0
977,None3,Returned disappointed,"November 4, 2024",The quality of materials used don’t measure up to previous purchases,False,1,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
978,Zina20,Beautiful shoes,"November 4, 2024","Stylish and comfortable. Very versatile. Looks nice with jeans,skirt or sport outfit",True,5,['IncentivizedReview'],0,0
979,Jacks07,They are just gourges,"November 4, 2024",Colour style different feom other trainers love them,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
980,StuckWithVans,For narrow feet only,"November 3, 2024",This is a shoe for a dainty dainty foot. Men's sizing is just a reference as you will receive the shoe in women's sizing. I'm really sad because it's such a good looking shoe and I was excited to change up my look after two decades of being a Vans person.,False,3,[],1,0
981,Floatlikeeabutterf,Expect and receive,"November 3, 2024",Light and easy.  Comfort is there without question.,True,4,['IncentivizedReview'],0,0
982,Ce26,Great purchase and look very good.,"November 3, 2024",Very stylish shoe that has granted me a ton of compliments.,True,5,[],0,0
983,Vicky,Love these!,"November 3, 2024",I was worried at first that these weee too bright - they’re brighter than they look on the photos but I’ve had so many compliments about them!,True,5,[],0,0
984,Chelo,Great classic look,"November 3, 2024",Love the classic look of this sneaker and the fuzzy suede. The fit is a little more narrow than other silhouettes but comfortable nonetheless,True,5,[],0,0
985,Bunsoy,Exclusive OG,"November 3, 2024",Comfy and very light. I just want to display it on the shelf.,True,5,[],0,0
986,Adri,Very comfy,"November 3, 2024","This is a very comfy style, but If you have big ankles it's not for you. Kind off narrow, but beautiful, just not for me.",True,5,[],0,0
987,Lisa7777,very nice colour combo in this new hit style!,"November 2, 2024",another great shoe to add to any Adidas Originals fan's collection! sizing is consistent and very comfortable on feet.,True,5,[],0,0
988,Lil10,very nice shoe,"November 2, 2024",I have narrow feet so they fit perfect but not the most comfy. still very nice shoes.,True,5,[],0,0
989,vad70,made me happy,"November 2, 2024","beautiful ,comfortable,  convenient,,fast delivery ,great customer support",True,5,['IncentivizedReview'],0,0
990,John,Great shoes,"November 2, 2024",Great shoes….love the colour & fit. Very comfortable.,True,5,['IncentivizedReview'],0,0
991,anyan,Love them,"November 1, 2024","Fits big, but comfort and quality highly recommended",True,5,['Staff'],0,0
992,StoicGreen,Beautiful Shoe,"November 1, 2024","Really great looking shoe, rich deep colors, shoe does run a bit large, but not large enough to fit me. I wish they made this one in larger sizes! Wish I didn't need to return it!",True,5,[],0,0
993,CD80,"Great purchase, color and comfort are spot on for","November 1, 2024","Great purchase, color and comfort are spot on for wearing.",True,5,[],0,0
994,Tomig77,Art in motion!,"November 1, 2024",A smart design giving an elegant look to a classic trainer!,True,5,['IncentivizedReview'],0,0
995,TS2LMM,Love the style and comfort of the SL72s,"November 1, 2024",I’m usually a Samba / Gazelle buyer but loved the look of the SL72s. They fit perfectly. They’re super comfortable (from the first wear) and a great price. Will definitely look to buy another pair.,True,5,[],0,0
996,ElMeroMero,unique and very eye catching g.,"November 1, 2024",Stands out in a crowd and makes you feel unique among the rest.,True,5,[],0,0
997,Geo25,So comfy! Perfect to dress up or down!,"October 31, 2024",These were super comfy! Especially for big walking days but keeping it cute and classy!,True,5,[],0,0
998,HookHeavyTopJaw,Sensational,"October 31, 2024",great design and comfortable - would recommend to others,True,5,['IncentivizedReview'],0,0
999,Joe90,Style and comfort,"October 31, 2024","Bought my first pair of SL’s 72 in NYC over ten years ago .., love the retro style and fit",True,5,['IncentivizedReview'],0,0
1000,Prestige,Addidas has being my favorite,"October 31, 2024",I love it…………………………………………………………………………………..I’ll tell friends about it,True,5,[],0,0
1001,Shewdawg,"Great show, just did not like the materials","October 31, 2024","Iconic shoe, just odd materials used to make this one",False,2,[],0,0
1002,mabegal,Great purchase!,"October 30, 2024",A great samba- color and build quality is impeccable,True,4,[],0,0
1003,KellyKelz,Show stopping shoes even strangers complimented th,"October 30, 2024","The design and retro vibe make these a shie stopper. Light and airy,  I may as well be bare foot. I love the comfort of all my adidas but these being so light give me a less clunky feel.",True,5,['IncentivizedReview'],0,0
1004,Seanie,"Looking good , with my footgear","October 29, 2024","Love them , so comfortable and such a quirky colour.",True,5,['IncentivizedReview'],0,0
1005,Smarty,Big,"October 29, 2024",The sneaker is big. It’s runs too large. Need to male in a smaller size.,False,2,[],0,0
1006,kpeachey75,Stylish and comfy,"October 29, 2024",Wow they look so stylish and they are so comfy.  I'm a size 7 but sometimes have to size up but not in these the 7 fits perfect,True,5,['IncentivizedReview'],0,0
1007,EmmaA,Goes with everything! Perfect colour!,"October 29, 2024","Super stylish and comfortable. Perfect colour for Autumn, Winter and Christmas and can dress up or down. Even fab to wear on rainy days. Lots of compliments and people wanting to know where to buy from. A great addition to my adidas collection:)",True,5,['IncentivizedReview'],0,0
1008,Flange,Best trainer purchased,"October 29, 2024","The fit is perfect! Comfortable, love the colours of the trainer.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1009,AlejoLG,"Great purchase, fit perfect.","October 29, 2024","The color looks great, very comfortable. totally recommend",True,5,[],2,0
1010,LeslieP,Couldn’t resist!,"October 29, 2024",I love the SL 72’s and the silver was the perfect addition to my collection.,True,5,['IncentivizedReview'],0,0
1011,Alex,"Love the look, comfy and goes with anything","October 28, 2024","Runs big, had to size down one full size but overall looks great",True,5,[],1,0
1012,chivistavero,Have received many compliments!,"October 28, 2024",Style and comfort combined! Has the look to dress up or down!,True,5,['IncentivizedReview'],0,0
1013,Mark25,Super trainers,"October 28, 2024",So comfortable and a great colour already looking at which ones to get next,True,5,['IncentivizedReview'],0,0
1014,Marce,Best adidas shoes,"October 28, 2024","Very soft, cute and comfy shoes, this are my second pair of SL72",True,5,['IncentivizedReview'],0,0
1015,seu92,Comfortable and stylish,"October 28, 2024","Vibrant color comfortable fit, perfect fit. get it",True,5,['IncentivizedReview'],0,0
1016,Neely,Love these,"October 26, 2024","Love these.  Comfortable and cute.  I’m usually a size 6, but after reading all the reviews, I ordered 5 1/2  And it’s perfect.",True,5,['IncentivizedReview'],1,0
1017,CHouTex,These shoes were WAY too big!,"October 26, 2024","These shoes are not even close to true size! Why have they not fixed this issue? Due to my schedule, I can’t even return them because it is just past 60 days! Do not buy unless you have tried these on before!",False,1,[],1,2
1018,DTun,Comfortable and classy,"October 26, 2024",Great combination of colors. Looks dressier than just all black sneakers. I love the slight angle of the heel...more comfortable than completely flat sneakers,True,5,['IncentivizedReview'],0,0
1019,Sand,Very pretty,"October 26, 2024",So pretty with any type of clothes and comfortable! Love it! Would be tempted to buy them in another color,True,5,['IncentivizedReview'],0,0
1020,Chris,Compliments from Strangers,"October 26, 2024",Getting compliments from strangers in the street!!,True,5,['IncentivizedReview'],0,0
1021,CN78,Love the SL72,"October 26, 2024","Has to be one of the comfiest trainers in the originals range. Fits true To size, love the colours and the details",True,5,[],0,0
1022,Bex28,Lovely colour,"October 26, 2024","Love these! Wanted a pair as soon as I saw the purpley/silver colour, they really stand out from the crowd. Perfect fit too.",True,5,['IncentivizedReview'],0,0
1023,Kfjh69,Another quality pair of SL 72’s,"October 26, 2024","Great purchase I will be buying more, probably one of the best best purchases of the year",True,5,[],0,0
1024,SAS21,"Super stylish, super comfy, super price!","October 26, 2024","First off, the most comfortable trainers I’ve ever owned. Wore them for over 8 hours on the first day and my feet were comforted and supported all day and they looked super stylish! Secondly they are a great fashion accessory.. I’ve already styled with wide leg black trousers a skinny belt and cashmere jumper, then skinny cargo jeans and a black and white dog tooth check oversized coat!! Can’t wait to style up again!  Would love some other colours, mink and white, burgundy and white, chocolate brown and white or sage green!!",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1025,Black,Best for price,"October 26, 2024",Nice product quality and comfort nice and easy to  clean,True,5,['IncentivizedReview'],0,0
1026,blaine1,The best looking shoes ever,"October 26, 2024",One of the coolest and comfortable shoes I have ever worn,True,5,['IncentivizedReview'],0,0
1027,Jenny,I love the look of the shoes and the comfort.,"October 26, 2024","They are so light and comfortable, I wore them to Disney and the comfort was excellent.",True,5,[],1,0
1028,Susieshoes,cool shoes bad quality control,"October 25, 2024","Shoes arrived faulty with faulty stickers showing the damage, not cool Adidas",False,3,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1029,BadgerGirl,Best purchase ever,"October 25, 2024","Lovely colour, feel amazing on and my go to trainers.",True,5,[],0,0
1030,Fastphil1986,Great trainer,"October 25, 2024","Loving the pattern and the colourway, very comfy trainer",True,5,[],0,0
1031,Andria,Nice Sneakers and cool colors! Excellent!,"October 24, 2024","The sneakers are comfortable, super cool colors and are nicely made. I love Adidas products!",True,5,[],0,0
1032,Liamjb23,"Love the look at this sneaker, but go down a size","October 24, 2024",I ordered a 9.5 M and it feels more like a 10/10.5,True,3,[],2,0
